Id,UTC,UTCMilliseconds,PCLocalTime,PCTime,UpdateOf,Sensor_0_Raw,Sensor_0_Depth
677,2017-10-04 14:08:37.818,818,2017-10-04 14:08:37.818,2017-10-04 14:08:37.818,0,2.498779296875,0.00946044921875
678,2017-10-04 14:08:47.819,819,2017-10-04 14:08:47.819,2017-10-04 14:08:47.819,0,2.498779296875,0.00946044921875
679,2017-10-04 14:08:57.819,819,2017-10-04 14:08:57.819,2017-10-04 14:08:57.819,0,2.498779296875,0.00946044921875
680,2017-10-04 14:09:07.819,819,2017-10-04 14:09:07.819,2017-10-04 14:09:07.819,0,2.498779296875,0.00946044921875
681,2017-10-04 14:09:17.820,820,2017-10-04 14:09:17.820,2017-10-04 14:09:17.820,0,2.498779296875,0.00946044921875
682,2017-10-04 14:09:27.820,820,2017-10-04 14:09:27.820,2017-10-04 14:09:27.820,0,2.498779296875,0.00946044921875
683,2017-10-04 14:09:37.820,820,2017-10-04 14:09:37.820,2017-10-04 14:09:37.820,0,2.498779296875,0.00946044921875
684,2017-10-04 14:09:47.821,821,2017-10-04 14:09:47.821,2017-10-04 14:09:47.821,0,2.498779296875,0.00946044921875
685,2017-10-04 14:09:57.821,821,2017-10-04 14:09:57.821,2017-10-04 14:09:57.821,0,2.498779296875,0.00946044921875
686,2017-10-04 14:10:07.821,821,2017-10-04 14:10:07.821,2017-10-04 14:10:07.821,0,2.498779296875,0.00946044921875
687,2017-10-04 14:10:17.822,822,2017-10-04 14:10:17.822,2017-10-04 14:10:17.822,0,2.498779296875,0.00946044921875
688,2017-10-04 14:10:27.822,822,2017-10-04 14:10:27.822,2017-10-04 14:10:27.822,0,2.498779296875,0.00946044921875
689,2017-10-04 14:10:37.822,822,2017-10-04 14:10:37.822,2017-10-04 14:10:37.822,0,2.498779296875,0.00946044921875
690,2017-10-04 14:10:47.831,831,2017-10-04 14:10:47.831,2017-10-04 14:10:47.831,0,2.498779296875,0.00946044921875
691,2017-10-04 14:10:57.831,831,2017-10-04 14:10:57.831,2017-10-04 14:10:57.831,0,2.498779296875,0.00946044921875
692,2017-10-04 14:11:07.831,831,2017-10-04 14:11:07.831,2017-10-04 14:11:07.831,0,2.498779296875,0.00946044921875
693,2017-10-04 14:11:17.832,832,2017-10-04 14:11:17.832,2017-10-04 14:11:17.832,0,2.498779296875,0.00946044921875
694,2017-10-04 14:11:27.832,832,2017-10-04 14:11:27.832,2017-10-04 14:11:27.832,0,2.498779296875,0.00946044921875
695,2017-10-04 14:11:37.832,832,2017-10-04 14:11:37.832,2017-10-04 14:11:37.832,0,2.498779296875,0.00946044921875
696,2017-10-04 14:11:47.833,833,2017-10-04 14:11:47.833,2017-10-04 14:11:47.833,0,2.498779296875,0.00946044921875
697,2017-10-04 14:11:57.833,833,2017-10-04 14:11:57.833,2017-10-04 14:11:57.833,0,2.498779296875,0.00946044921875
698,2017-10-04 14:12:07.833,833,2017-10-04 14:12:07.833,2017-10-04 14:12:07.833,0,2.498779296875,0.00946044921875
699,2017-10-04 14:12:17.834,834,2017-10-04 14:12:17.834,2017-10-04 14:12:17.834,0,2.498779296875,0.00946044921875
700,2017-10-04 14:12:27.834,834,2017-10-04 14:12:27.834,2017-10-04 14:12:27.834,0,2.498779296875,0.00946044921875
701,2017-10-04 14:12:37.834,834,2017-10-04 14:12:37.834,2017-10-04 14:12:37.834,0,2.498779296875,0.00946044921875
702,2017-10-04 14:12:47.835,835,2017-10-04 14:12:47.835,2017-10-04 14:12:47.835,0,2.498779296875,0.00946044921875
703,2017-10-04 14:12:57.835,835,2017-10-04 14:12:57.835,2017-10-04 14:12:57.835,0,2.498779296875,0.00946044921875
704,2017-10-04 14:13:07.835,835,2017-10-04 14:13:07.835,2017-10-04 14:13:07.835,0,2.498779296875,0.00946044921875
705,2017-10-04 14:13:17.836,836,2017-10-04 14:13:17.836,2017-10-04 14:13:17.836,0,2.498779296875,0.00946044921875
706,2017-10-04 14:13:27.836,836,2017-10-04 14:13:27.836,2017-10-04 14:13:27.836,0,2.498779296875,0.00946044921875
707,2017-10-04 14:13:37.836,836,2017-10-04 14:13:37.836,2017-10-04 14:13:37.836,0,2.498779296875,0.00946044921875
708,2017-10-04 14:13:47.837,837,2017-10-04 14:13:47.837,2017-10-04 14:13:47.837,0,2.498779296875,0.00946044921875
709,2017-10-04 14:13:57.845,845,2017-10-04 14:13:57.845,2017-10-04 14:13:57.845,0,2.498779296875,0.00946044921875
710,2017-10-04 14:14:07.845,845,2017-10-04 14:14:07.845,2017-10-04 14:14:07.845,0,2.498779296875,0.00946044921875
711,2017-10-04 14:14:17.846,846,2017-10-04 14:14:17.846,2017-10-04 14:14:17.846,0,2.498779296875,0.00946044921875
712,2017-10-04 14:14:27.846,846,2017-10-04 14:14:27.846,2017-10-04 14:14:27.846,0,2.498779296875,0.00946044921875
713,2017-10-04 14:14:37.846,846,2017-10-04 14:14:37.846,2017-10-04 14:14:37.846,0,2.498779296875,0.00946044921875
714,2017-10-04 14:14:47.847,847,2017-10-04 14:14:47.847,2017-10-04 14:14:47.847,0,2.498779296875,0.00946044921875
715,2017-10-04 14:14:57.847,847,2017-10-04 14:14:57.847,2017-10-04 14:14:57.847,0,2.498779296875,0.00946044921875
716,2017-10-04 14:15:07.847,847,2017-10-04 14:15:07.847,2017-10-04 14:15:07.847,0,2.498779296875,0.00946044921875
717,2017-10-04 14:15:17.848,848,2017-10-04 14:15:17.848,2017-10-04 14:15:17.848,0,2.498779296875,0.00946044921875
718,2017-10-04 14:15:27.848,848,2017-10-04 14:15:27.848,2017-10-04 14:15:27.848,0,2.498779296875,0.00946044921875
719,2017-10-04 14:15:37.848,848,2017-10-04 14:15:37.848,2017-10-04 14:15:37.848,0,2.498779296875,0.00946044921875
720,2017-10-04 14:15:47.849,849,2017-10-04 14:15:47.849,2017-10-04 14:15:47.849,0,2.498779296875,0.00946044921875
721,2017-10-04 14:15:57.857,857,2017-10-04 14:15:57.857,2017-10-04 14:15:57.857,0,2.498779296875,0.00946044921875
722,2017-10-04 14:16:07.857,857,2017-10-04 14:16:07.857,2017-10-04 14:16:07.857,0,2.498779296875,0.00946044921875
723,2017-10-04 14:16:17.858,858,2017-10-04 14:16:17.858,2017-10-04 14:16:17.858,0,2.498779296875,0.00946044921875
724,2017-10-04 14:16:27.858,858,2017-10-04 14:16:27.858,2017-10-04 14:16:27.858,0,2.498779296875,0.00946044921875
725,2017-10-04 14:16:37.858,858,2017-10-04 14:16:37.858,2017-10-04 14:16:37.858,0,2.498779296875,0.00946044921875
726,2017-10-04 14:16:47.859,859,2017-10-04 14:16:47.859,2017-10-04 14:16:47.859,0,2.498779296875,0.00946044921875
727,2017-10-04 14:16:57.859,859,2017-10-04 14:16:57.859,2017-10-04 14:16:57.859,0,2.498779296875,0.00946044921875
728,2017-10-04 14:17:07.859,859,2017-10-04 14:17:07.859,2017-10-04 14:17:07.859,0,2.498779296875,0.00946044921875
729,2017-10-04 14:17:17.860,860,2017-10-04 14:17:17.860,2017-10-04 14:17:17.860,0,2.498779296875,0.00946044921875
730,2017-10-04 14:17:27.860,860,2017-10-04 14:17:27.860,2017-10-04 14:17:27.860,0,2.498779296875,0.00946044921875
731,2017-10-04 14:17:37.860,860,2017-10-04 14:17:37.860,2017-10-04 14:17:37.860,0,2.498779296875,0.00946044921875
732,2017-10-04 14:17:47.861,861,2017-10-04 14:17:47.861,2017-10-04 14:17:47.861,0,2.498779296875,0.00946044921875
733,2017-10-04 14:17:57.861,861,2017-10-04 14:17:57.861,2017-10-04 14:17:57.861,0,2.498779296875,0.00946044921875
734,2017-10-04 14:18:07.861,861,2017-10-04 14:18:07.861,2017-10-04 14:18:07.861,0,2.498779296875,0.00946044921875
735,2017-10-04 14:18:17.861,861,2017-10-04 14:18:17.861,2017-10-04 14:18:17.862,0,2.498779296875,0.00946044921875
736,2017-10-04 14:18:27.862,862,2017-10-04 14:18:27.862,2017-10-04 14:18:27.863,0,2.498779296875,0.00946044921875
737,2017-10-04 14:18:37.862,862,2017-10-04 14:18:37.862,2017-10-04 14:18:37.863,0,2.498779296875,0.00946044921875
738,2017-10-04 14:18:47.863,863,2017-10-04 14:18:47.863,2017-10-04 14:18:47.863,0,2.498779296875,0.00946044921875
739,2017-10-04 14:18:57.871,871,2017-10-04 14:18:57.871,2017-10-04 14:18:57.871,0,2.498779296875,0.00946044921875
740,2017-10-04 14:19:07.871,871,2017-10-04 14:19:07.871,2017-10-04 14:19:07.871,0,2.498779296875,0.00946044921875
741,2017-10-04 14:19:17.871,871,2017-10-04 14:19:17.871,2017-10-04 14:19:17.872,0,2.498779296875,0.00946044921875
742,2017-10-04 14:19:27.872,872,2017-10-04 14:19:27.872,2017-10-04 14:19:27.872,0,2.498779296875,0.00946044921875
743,2017-10-04 14:19:37.872,872,2017-10-04 14:19:37.872,2017-10-04 14:19:37.872,0,2.498779296875,0.00946044921875
744,2017-10-04 14:19:47.872,872,2017-10-04 14:19:47.872,2017-10-04 14:19:47.873,0,2.498779296875,0.00946044921875
745,2017-10-04 14:19:57.873,873,2017-10-04 14:19:57.873,2017-10-04 14:19:57.873,0,2.498779296875,0.00946044921875
746,2017-10-04 14:20:07.873,873,2017-10-04 14:20:07.873,2017-10-04 14:20:07.874,0,2.498779296875,0.00946044921875
747,2017-10-04 14:20:17.873,873,2017-10-04 14:20:17.873,2017-10-04 14:20:17.873,0,2.498779296875,0.00946044921875
748,2017-10-04 14:20:27.874,874,2017-10-04 14:20:27.874,2017-10-04 14:20:27.874,0,2.498779296875,0.00946044921875
749,2017-10-04 14:20:37.874,874,2017-10-04 14:20:37.874,2017-10-04 14:20:37.875,0,2.498779296875,0.00946044921875
750,2017-10-04 14:20:47.875,875,2017-10-04 14:20:47.875,2017-10-04 14:20:47.875,0,2.498779296875,0.00946044921875
751,2017-10-04 14:20:57.874,874,2017-10-04 14:20:57.874,2017-10-04 14:20:57.875,0,2.498779296875,0.00946044921875
752,2017-10-04 14:21:07.875,875,2017-10-04 14:21:07.875,2017-10-04 14:21:07.876,0,2.498779296875,0.00946044921875
753,2017-10-04 14:21:17.876,876,2017-10-04 14:21:17.876,2017-10-04 14:21:17.876,0,2.498779296875,0.00946044921875
754,2017-10-04 14:21:27.876,876,2017-10-04 14:21:27.876,2017-10-04 14:21:27.876,0,2.498779296875,0.00946044921875
755,2017-10-04 14:21:37.876,876,2017-10-04 14:21:37.876,2017-10-04 14:21:37.876,0,2.498779296875,0.00946044921875
756,2017-10-04 14:21:47.876,876,2017-10-04 14:21:47.876,2017-10-04 14:21:47.877,0,2.498779296875,0.00946044921875
757,2017-10-04 14:21:57.876,876,2017-10-04 14:21:57.876,2017-10-04 14:21:57.877,0,2.498779296875,0.00946044921875
758,2017-10-04 14:22:07.876,876,2017-10-04 14:22:07.876,2017-10-04 14:22:07.877,0,2.498779296875,0.00946044921875
759,2017-10-04 14:22:17.885,885,2017-10-04 14:22:17.885,2017-10-04 14:22:17.885,0,2.498779296875,0.00946044921875
760,2017-10-04 14:22:27.885,885,2017-10-04 14:22:27.885,2017-10-04 14:22:27.886,0,2.498779296875,0.00946044921875
761,2017-10-04 14:22:37.886,886,2017-10-04 14:22:37.886,2017-10-04 14:22:37.886,0,2.498779296875,0.00946044921875
762,2017-10-04 14:22:47.886,886,2017-10-04 14:22:47.886,2017-10-04 14:22:47.887,0,2.498779296875,0.00946044921875
763,2017-10-04 14:22:57.887,887,2017-10-04 14:22:57.887,2017-10-04 14:22:57.887,0,2.498779296875,0.00946044921875
764,2017-10-04 14:23:07.887,887,2017-10-04 14:23:07.887,2017-10-04 14:23:07.887,0,2.498779296875,0.00946044921875
765,2017-10-04 14:23:17.887,887,2017-10-04 14:23:17.887,2017-10-04 14:23:17.888,0,2.498779296875,0.00946044921875
766,2017-10-04 14:23:27.896,896,2017-10-04 14:23:27.896,2017-10-04 14:23:27.896,0,2.498779296875,0.00946044921875
767,2017-10-04 14:23:37.896,896,2017-10-04 14:23:37.896,2017-10-04 14:23:37.896,0,2.498779296875,0.00946044921875
768,2017-10-04 14:23:47.896,896,2017-10-04 14:23:47.896,2017-10-04 14:23:47.896,0,2.498779296875,0.00946044921875
769,2017-10-04 14:23:57.897,897,2017-10-04 14:23:57.897,2017-10-04 14:23:57.897,0,2.498779296875,0.00946044921875
770,2017-10-04 14:24:07.897,897,2017-10-04 14:24:07.897,2017-10-04 14:24:07.897,0,2.498779296875,0.00946044921875
771,2017-10-04 14:24:17.897,897,2017-10-04 14:24:17.897,2017-10-04 14:24:17.898,0,2.498779296875,0.00946044921875
772,2017-10-04 14:24:27.898,898,2017-10-04 14:24:27.898,2017-10-04 14:24:27.898,0,2.498779296875,0.00946044921875
773,2017-10-04 14:24:37.898,898,2017-10-04 14:24:37.898,2017-10-04 14:24:37.898,0,2.498779296875,0.00946044921875
774,2017-10-04 14:24:47.898,898,2017-10-04 14:24:47.898,2017-10-04 14:24:47.899,0,2.498779296875,0.00946044921875
775,2017-10-04 14:24:57.899,899,2017-10-04 14:24:57.899,2017-10-04 14:24:57.900,0,2.498779296875,0.00946044921875
776,2017-10-04 14:25:07.899,899,2017-10-04 14:25:07.899,2017-10-04 14:25:07.899,0,2.498779296875,0.00946044921875
777,2017-10-04 14:25:17.899,899,2017-10-04 14:25:17.899,2017-10-04 14:25:17.900,0,2.498779296875,0.00946044921875
778,2017-10-04 14:25:27.899,899,2017-10-04 14:25:27.899,2017-10-04 14:25:27.900,0,2.498779296875,0.00946044921875
779,2017-10-04 14:25:37.900,900,2017-10-04 14:25:37.900,2017-10-04 14:25:37.901,0,2.498779296875,0.00946044921875
780,2017-10-04 14:25:47.901,901,2017-10-04 14:25:47.901,2017-10-04 14:25:47.901,0,2.498779296875,0.00946044921875
781,2017-10-04 14:25:57.901,901,2017-10-04 14:25:57.901,2017-10-04 14:25:57.902,0,2.498779296875,0.00946044921875
782,2017-10-04 14:26:07.909,909,2017-10-04 14:26:07.909,2017-10-04 14:26:07.909,0,2.498779296875,0.00946044921875
783,2017-10-04 14:26:17.909,909,2017-10-04 14:26:17.909,2017-10-04 14:26:17.909,0,2.498779296875,0.00946044921875
784,2017-10-04 14:26:27.910,910,2017-10-04 14:26:27.910,2017-10-04 14:26:27.910,0,2.498779296875,0.00946044921875
785,2017-10-04 14:26:37.910,910,2017-10-04 14:26:37.910,2017-10-04 14:26:37.911,0,2.498779296875,0.00946044921875
786,2017-10-04 14:26:47.910,910,2017-10-04 14:26:47.910,2017-10-04 14:26:47.911,0,2.498779296875,0.00946044921875
787,2017-10-04 14:26:57.911,911,2017-10-04 14:26:57.911,2017-10-04 14:26:57.911,0,2.498779296875,0.00946044921875
788,2017-10-04 14:27:07.911,911,2017-10-04 14:27:07.911,2017-10-04 14:27:07.912,0,2.498779296875,0.00946044921875
789,2017-10-04 14:27:17.912,912,2017-10-04 14:27:17.912,2017-10-04 14:27:17.912,0,2.498779296875,0.00946044921875
790,2017-10-04 14:27:27.911,911,2017-10-04 14:27:27.911,2017-10-04 14:27:27.912,0,2.498779296875,0.00946044921875
791,2017-10-04 14:27:37.912,912,2017-10-04 14:27:37.912,2017-10-04 14:27:37.913,0,2.498779296875,0.00946044921875
792,2017-10-04 14:27:47.912,912,2017-10-04 14:27:47.912,2017-10-04 14:27:47.913,0,2.498779296875,0.00946044921875
793,2017-10-04 14:27:57.913,913,2017-10-04 14:27:57.913,2017-10-04 14:27:57.913,0,2.498779296875,0.00946044921875
794,2017-10-04 14:28:07.913,913,2017-10-04 14:28:07.913,2017-10-04 14:28:07.914,0,2.498779296875,0.00946044921875
795,2017-10-04 14:28:17.913,913,2017-10-04 14:28:17.913,2017-10-04 14:28:17.913,0,2.498779296875,0.00946044921875
796,2017-10-04 14:28:27.921,921,2017-10-04 14:28:27.921,2017-10-04 14:28:27.922,0,2.498779296875,0.00946044921875
797,2017-10-04 14:28:37.922,922,2017-10-04 14:28:37.922,2017-10-04 14:28:37.923,0,2.498779296875,0.00946044921875
798,2017-10-04 14:28:47.923,923,2017-10-04 14:28:47.923,2017-10-04 14:28:47.923,0,2.498779296875,0.00946044921875
799,2017-10-04 14:28:57.923,923,2017-10-04 14:28:57.923,2017-10-04 14:28:57.923,0,2.498779296875,0.00946044921875
800,2017-10-04 14:29:07.923,923,2017-10-04 14:29:07.923,2017-10-04 14:29:07.923,0,2.498779296875,0.00946044921875
801,2017-10-04 14:29:17.924,924,2017-10-04 14:29:17.924,2017-10-04 14:29:17.924,0,2.498779296875,0.00946044921875
802,2017-10-04 14:29:27.924,924,2017-10-04 14:29:27.924,2017-10-04 14:29:27.924,0,2.498779296875,0.00946044921875
803,2017-10-04 14:29:37.924,924,2017-10-04 14:29:37.924,2017-10-04 14:29:37.924,0,2.498779296875,0.00946044921875
804,2017-10-04 14:29:47.924,924,2017-10-04 14:29:47.924,2017-10-04 14:29:47.924,0,2.498779296875,0.00946044921875
805,2017-10-04 14:29:57.924,924,2017-10-04 14:29:57.924,2017-10-04 14:29:57.925,0,2.498779296875,0.00946044921875
806,2017-10-04 14:30:07.933,933,2017-10-04 14:30:07.933,2017-10-04 14:30:07.933,0,2.498779296875,0.00946044921875
807,2017-10-04 14:30:17.933,933,2017-10-04 14:30:17.933,2017-10-04 14:30:17.934,0,2.498779296875,0.00946044921875
808,2017-10-04 14:30:27.933,933,2017-10-04 14:30:27.933,2017-10-04 14:30:27.934,0,2.498779296875,0.00946044921875
809,2017-10-04 14:30:37.934,934,2017-10-04 14:30:37.934,2017-10-04 14:30:37.935,0,2.498779296875,0.00946044921875
810,2017-10-04 14:30:47.934,934,2017-10-04 14:30:47.934,2017-10-04 14:30:47.934,0,2.498779296875,0.00946044921875
811,2017-10-04 14:30:57.935,935,2017-10-04 14:30:57.935,2017-10-04 14:30:57.935,0,2.498779296875,0.00946044921875
812,2017-10-04 14:31:07.935,935,2017-10-04 14:31:07.935,2017-10-04 14:31:07.936,0,2.498779296875,0.00946044921875
813,2017-10-04 14:31:17.936,936,2017-10-04 14:31:17.936,2017-10-04 14:31:17.936,0,2.498779296875,0.00946044921875
814,2017-10-04 14:31:27.936,936,2017-10-04 14:31:27.936,2017-10-04 14:31:27.936,0,2.498779296875,0.00946044921875
815,2017-10-04 14:31:37.936,936,2017-10-04 14:31:37.936,2017-10-04 14:31:37.936,0,2.498779296875,0.00946044921875
816,2017-10-04 14:31:47.937,937,2017-10-04 14:31:47.937,2017-10-04 14:31:47.937,0,2.498779296875,0.00946044921875
817,2017-10-04 14:31:57.937,937,2017-10-04 14:31:57.937,2017-10-04 14:31:57.937,0,2.498779296875,0.00946044921875
818,2017-10-04 14:32:07.937,937,2017-10-04 14:32:07.937,2017-10-04 14:32:07.937,0,2.498779296875,0.00946044921875
819,2017-10-04 14:32:17.938,938,2017-10-04 14:32:17.938,2017-10-04 14:32:17.938,0,2.498779296875,0.00946044921875
820,2017-10-04 14:32:27.938,938,2017-10-04 14:32:27.938,2017-10-04 14:32:27.938,0,2.498779296875,0.00946044921875
821,2017-10-04 14:32:37.938,938,2017-10-04 14:32:37.938,2017-10-04 14:32:37.938,0,2.498779296875,0.00946044921875
822,2017-10-04 14:32:47.939,939,2017-10-04 14:32:47.939,2017-10-04 14:32:47.939,0,2.498779296875,0.00946044921875
823,2017-10-04 14:32:57.939,939,2017-10-04 14:32:57.939,2017-10-04 14:32:57.939,0,2.498779296875,0.00946044921875
824,2017-10-04 14:33:07.939,939,2017-10-04 14:33:07.939,2017-10-04 14:33:07.939,0,2.498779296875,0.00946044921875
825,2017-10-04 14:33:17.940,940,2017-10-04 14:33:17.940,2017-10-04 14:33:17.940,0,2.498779296875,0.00946044921875
826,2017-10-04 14:33:27.940,940,2017-10-04 14:33:27.940,2017-10-04 14:33:27.940,0,2.498779296875,0.00946044921875
827,2017-10-04 14:33:37.940,940,2017-10-04 14:33:37.940,2017-10-04 14:33:37.940,0,2.498779296875,0.00946044921875
828,2017-10-04 14:33:47.949,949,2017-10-04 14:33:47.949,2017-10-04 14:33:47.949,0,2.498779296875,0.00946044921875
829,2017-10-04 14:33:57.949,949,2017-10-04 14:33:57.949,2017-10-04 14:33:57.949,0,2.498779296875,0.00946044921875
830,2017-10-04 14:34:07.949,949,2017-10-04 14:34:07.949,2017-10-04 14:34:07.949,0,2.498779296875,0.00946044921875
831,2017-10-04 14:34:17.950,950,2017-10-04 14:34:17.950,2017-10-04 14:34:17.950,0,2.498779296875,0.00946044921875
832,2017-10-04 14:34:27.950,950,2017-10-04 14:34:27.950,2017-10-04 14:34:27.950,0,2.498779296875,0.00946044921875
833,2017-10-04 14:34:37.950,950,2017-10-04 14:34:37.950,2017-10-04 14:34:37.950,0,2.498779296875,0.00946044921875
834,2017-10-04 14:34:47.951,951,2017-10-04 14:34:47.951,2017-10-04 14:34:47.951,0,2.498779296875,0.00946044921875
835,2017-10-04 14:34:57.951,951,2017-10-04 14:34:57.951,2017-10-04 14:34:57.951,0,2.498779296875,0.00946044921875
836,2017-10-04 14:35:07.951,951,2017-10-04 14:35:07.951,2017-10-04 14:35:07.951,0,2.498779296875,0.00946044921875
837,2017-10-04 14:35:17.952,952,2017-10-04 14:35:17.952,2017-10-04 14:35:17.952,0,2.498779296875,0.00946044921875
838,2017-10-04 14:35:27.952,952,2017-10-04 14:35:27.952,2017-10-04 14:35:27.952,0,2.498779296875,0.00946044921875
839,2017-10-04 14:35:37.952,952,2017-10-04 14:35:37.952,2017-10-04 14:35:37.952,0,2.498779296875,0.00946044921875
840,2017-10-04 14:35:47.953,953,2017-10-04 14:35:47.953,2017-10-04 14:35:47.953,0,2.498779296875,0.00946044921875
841,2017-10-04 14:35:57.961,961,2017-10-04 14:35:57.961,2017-10-04 14:35:57.961,0,2.498779296875,0.00946044921875
842,2017-10-04 14:36:07.961,961,2017-10-04 14:36:07.961,2017-10-04 14:36:07.961,0,2.498779296875,0.00946044921875
843,2017-10-04 14:36:17.962,962,2017-10-04 14:36:17.962,2017-10-04 14:36:17.962,0,2.498779296875,0.00946044921875
844,2017-10-04 14:36:27.962,962,2017-10-04 14:36:27.962,2017-10-04 14:36:27.962,0,2.498779296875,0.00946044921875
845,2017-10-04 14:36:37.962,962,2017-10-04 14:36:37.962,2017-10-04 14:36:37.962,0,2.498779296875,0.00946044921875
846,2017-10-04 14:36:47.963,963,2017-10-04 14:36:47.963,2017-10-04 14:36:47.963,0,2.498779296875,0.00946044921875
847,2017-10-04 14:36:57.963,963,2017-10-04 14:36:57.963,2017-10-04 14:36:57.963,0,2.498779296875,0.00946044921875
848,2017-10-04 14:37:07.963,963,2017-10-04 14:37:07.963,2017-10-04 14:37:07.963,0,2.498779296875,0.00946044921875
849,2017-10-04 14:37:17.964,964,2017-10-04 14:37:17.964,2017-10-04 14:37:17.964,0,2.498779296875,0.00946044921875
850,2017-10-04 14:37:27.964,964,2017-10-04 14:37:27.964,2017-10-04 14:37:27.964,0,2.498779296875,0.00946044921875
851,2017-10-04 14:37:37.964,964,2017-10-04 14:37:37.964,2017-10-04 14:37:37.964,0,2.498779296875,0.00946044921875
852,2017-10-04 14:37:47.965,965,2017-10-04 14:37:47.965,2017-10-04 14:37:47.965,0,2.498779296875,0.00946044921875
853,2017-10-04 14:37:57.965,965,2017-10-04 14:37:57.965,2017-10-04 14:37:57.965,0,2.498779296875,0.00946044921875
854,2017-10-04 14:38:07.965,965,2017-10-04 14:38:07.965,2017-10-04 14:38:07.965,0,2.498779296875,0.00946044921875
855,2017-10-04 14:38:17.966,966,2017-10-04 14:38:17.966,2017-10-04 14:38:17.966,0,2.498779296875,0.00946044921875
856,2017-10-04 14:38:27.966,966,2017-10-04 14:38:27.966,2017-10-04 14:38:27.966,0,2.498779296875,0.00946044921875
857,2017-10-04 14:38:37.966,966,2017-10-04 14:38:37.966,2017-10-04 14:38:37.966,0,2.498779296875,0.00946044921875
858,2017-10-04 14:38:47.967,967,2017-10-04 14:38:47.967,2017-10-04 14:38:47.967,0,2.498779296875,0.00946044921875
859,2017-10-04 14:38:57.967,967,2017-10-04 14:38:57.967,2017-10-04 14:38:57.967,0,2.498779296875,0.00946044921875
860,2017-10-04 14:39:07.967,967,2017-10-04 14:39:07.967,2017-10-04 14:39:07.967,0,2.498779296875,0.00946044921875
861,2017-10-04 14:39:17.968,968,2017-10-04 14:39:17.968,2017-10-04 14:39:17.968,0,2.498779296875,0.00946044921875
862,2017-10-04 14:39:27.968,968,2017-10-04 14:39:27.968,2017-10-04 14:39:27.968,0,2.498779296875,0.00946044921875
863,2017-10-04 14:39:37.976,976,2017-10-04 14:39:37.976,2017-10-04 14:39:37.976,0,2.498779296875,0.00946044921875
864,2017-10-04 14:39:47.977,977,2017-10-04 14:39:47.977,2017-10-04 14:39:47.977,0,2.498779296875,0.00946044921875
865,2017-10-04 14:39:57.977,977,2017-10-04 14:39:57.977,2017-10-04 14:39:57.977,0,2.498779296875,0.00946044921875
866,2017-10-04 14:40:07.977,977,2017-10-04 14:40:07.977,2017-10-04 14:40:07.977,0,2.498779296875,0.00946044921875
867,2017-10-04 14:40:17.978,978,2017-10-04 14:40:17.978,2017-10-04 14:40:17.978,0,2.498779296875,0.00946044921875
868,2017-10-04 14:40:27.978,978,2017-10-04 14:40:27.978,2017-10-04 14:40:27.978,0,2.498779296875,0.00946044921875
869,2017-10-04 14:40:37.978,978,2017-10-04 14:40:37.978,2017-10-04 14:40:37.978,0,2.498779296875,0.00946044921875
870,2017-10-04 14:40:47.979,979,2017-10-04 14:40:47.979,2017-10-04 14:40:47.979,0,2.498779296875,0.00946044921875
871,2017-10-04 14:40:57.979,979,2017-10-04 14:40:57.979,2017-10-04 14:40:57.979,0,2.498779296875,0.00946044921875
872,2017-10-04 14:41:07.979,979,2017-10-04 14:41:07.979,2017-10-04 14:41:07.979,0,2.498779296875,0.00946044921875
873,2017-10-04 14:41:17.980,980,2017-10-04 14:41:17.980,2017-10-04 14:41:17.980,0,2.498779296875,0.00946044921875
874,2017-10-04 14:41:27.980,980,2017-10-04 14:41:27.980,2017-10-04 14:41:27.980,0,2.498779296875,0.00946044921875
875,2017-10-04 14:41:37.980,980,2017-10-04 14:41:37.980,2017-10-04 14:41:37.980,0,2.498779296875,0.00946044921875
876,2017-10-04 14:41:47.981,981,2017-10-04 14:41:47.981,2017-10-04 14:41:47.981,0,2.498779296875,0.00946044921875
877,2017-10-04 14:41:57.981,981,2017-10-04 14:41:57.981,2017-10-04 14:41:57.981,0,2.498779296875,0.00946044921875
878,2017-10-04 14:42:07.981,981,2017-10-04 14:42:07.981,2017-10-04 14:42:07.981,0,2.498779296875,0.00946044921875
879,2017-10-04 14:42:17.982,982,2017-10-04 14:42:17.982,2017-10-04 14:42:17.982,0,2.498779296875,0.00946044921875
880,2017-10-04 14:42:27.982,982,2017-10-04 14:42:27.982,2017-10-04 14:42:27.982,0,2.498779296875,0.00946044921875
881,2017-10-04 14:42:37.990,990,2017-10-04 14:42:37.990,2017-10-04 14:42:37.990,0,2.498779296875,0.00946044921875
882,2017-10-04 14:42:47.991,991,2017-10-04 14:42:47.991,2017-10-04 14:42:47.991,0,2.498779296875,0.00946044921875
883,2017-10-04 14:42:57.991,991,2017-10-04 14:42:57.991,2017-10-04 14:42:57.991,0,2.498779296875,0.00946044921875
884,2017-10-04 14:43:07.991,991,2017-10-04 14:43:07.991,2017-10-04 14:43:07.991,0,2.498779296875,0.00946044921875
885,2017-10-04 14:43:17.992,992,2017-10-04 14:43:17.992,2017-10-04 14:43:17.992,0,2.498779296875,0.00946044921875
886,2017-10-04 14:43:27.992,992,2017-10-04 14:43:27.992,2017-10-04 14:43:27.992,0,2.498779296875,0.00946044921875
887,2017-10-04 14:43:37.992,992,2017-10-04 14:43:37.992,2017-10-04 14:43:37.992,0,2.498779296875,0.00946044921875
