Id,UTC,UTCMilliseconds,PCLocalTime,PCTime,GpsDate,GPSTime,Latitude,Longitude,Speed,SpeedType,Heading,HeadingType,TrueHeading,MagneticHeading,MagneticVariation,GPSError,DataStatus
2286,2017-11-08 12:20:27.879,879,2017-11-08 12:20:27.879,2017-11-08 12:20:27.881,2017-11-08 12:19:29.000,121929000,50.30316333333333,-4.1588900000000004,3.2608442809761815,N ,219.39346242581234,T ,,,-1.7375652394475851,0,A  
2287,2017-11-08 12:20:37.879,879,2017-11-08 12:20:37.879,2017-11-08 12:20:37.880,2017-11-08 12:19:39.000,121939000,50.303024999999998,-4.159065,3.6853386834859214,N ,218.6041770778823,T ,,,-1.7376092383253279,0,A  
2288,2017-11-08 12:20:47.879,879,2017-11-08 12:20:47.879,2017-11-08 12:20:47.880,2017-11-08 12:19:49.000,121949000,50.30287666666667,-4.1591800000000001,3.1934068800700852,N ,205.59660295081397,T ,,,-1.7376302711089207,0,A  
2289,2017-11-08 12:20:57.879,879,2017-11-08 12:20:57.879,2017-11-08 12:20:57.880,2017-11-08 12:19:59.000,121959000,50.302720000000001,-4.1592950000000002,4.1524432335280093,N ,209.89278968230369,T ,,,-1.7376501626830727,0,A  
2290,2017-11-08 12:21:07.879,879,2017-11-08 12:21:07.879,2017-11-08 12:21:07.880,2017-11-08 12:20:09.000,122009000,50.302583333333331,-4.1594583333333333,3.4114248621167667,N ,222.37969408201857,T ,,,-1.7376901903361806,0,A  
2291,2017-11-08 12:21:17.880,880,2017-11-08 12:21:17.880,2017-11-08 12:21:17.882,2017-11-08 12:20:19.000,122019000,50.302439999999997,-4.1596250000000001,3.4173628454306151,N ,212.56779372839765,T ,,,-1.737730504784915,0,A  
2292,2017-11-08 12:21:27.881,881,2017-11-08 12:21:27.881,2017-11-08 12:21:27.883,2017-11-08 12:20:29.000,122029000,50.302288333333337,-4.1597533333333336,3.6177987164501353,N ,206.41797651842273,T ,,,-1.737755880222942,0,A  
2293,2017-11-08 12:21:38.878,878,2017-11-08 12:21:38.878,2017-11-08 12:21:38.879,2017-11-08 12:20:40.000,122040000,50.302111666666669,-4.1598800000000002,4.1934602098787348,N ,199.20850402619811,T ,,,-1.7377772274302932,0,A  
2294,2017-11-08 12:21:48.878,878,2017-11-08 12:21:48.878,2017-11-08 12:21:48.879,2017-11-08 12:20:50.000,122050000,50.301955,-4.1599866666666667,3.6178037352676999,N ,206.41813651114285,T ,,,-1.737794119426963,0,A  
2295,2017-11-08 12:21:58.881,881,2017-11-08 12:21:58.881,2017-11-08 12:21:58.883,2017-11-08 12:21:00.000,122100000,50.301805000000002,-4.1601333333333335,4.1524630749253655,N ,209.89326592172537,T ,,,-1.7378263219626655,0,A  
2296,2017-11-08 12:22:08.881,881,2017-11-08 12:22:08.881,2017-11-08 12:22:08.883,2017-11-08 12:21:10.000,122110000,50.301651666666665,-4.1602600000000001,3.6178083037696283,N ,206.41828209264634,T ,,,-1.7378508692071921,0,A  
2297,2017-11-08 12:22:19.880,880,2017-11-08 12:22:19.880,2017-11-08 12:22:19.881,2017-11-08 12:21:21.000,122121000,50.301479999999998,-4.1604000000000001,3.7258160587722737,N ,209.586864393197,T ,,,-1.7378777002916721,0,A  
2298,2017-11-08 12:22:29.881,881,2017-11-08 12:22:29.881,2017-11-08 12:22:29.882,2017-11-08 12:21:31.000,122131000,50.301326666666668,-4.16052,3.7258189854188943,N ,209.58694370823466,T ,,,-1.7378998479219598,0,A  
2299,2017-11-08 12:22:39.881,881,2017-11-08 12:22:39.881,2017-11-08 12:22:39.882,2017-11-08 12:21:41.000,122141000,50.301183333333334,-4.1606750000000003,4.2558115437429294,N ,220.42001045000697,T ,,,-1.7379359627646267,0,A  
2300,2017-11-08 12:22:49.882,882,2017-11-08 12:22:49.882,2017-11-08 12:22:49.884,2017-11-08 12:21:51.000,122151000,50.301038333333331,-4.1608533333333337,4.1524796997939601,N ,209.89366494821223,T ,,,-1.7379802478618831,0,A  
2301,2017-11-08 12:22:59.882,882,2017-11-08 12:22:59.882,2017-11-08 12:22:59.884,2017-11-08 12:22:01.000,122201000,50.300890000000003,-4.1609633333333331,3.3680331514460904,N ,195.84879107628021,T ,,,-1.7379994807499763,0,A  
2302,2017-11-08 12:23:10.886,886,2017-11-08 12:23:10.886,2017-11-08 12:23:10.887,2017-11-08 12:22:12.000,122212000,50.300714999999997,-4.1610550000000002,3.9434805527191545,N ,204.09088316628089,T ,,,-1.7380084583457633,0,A  
2303,2017-11-08 12:23:21.881,881,2017-11-08 12:23:21.881,2017-11-08 12:23:21.882,2017-11-08 12:22:23.000,122223000,50.300559999999997,-4.1612316666666667,3.9730931375631404,N ,215.364600736151,T ,,,-1.7380507692885223,0,A  
2304,2017-11-08 12:23:31.881,881,2017-11-08 12:23:31.881,2017-11-08 12:23:31.883,2017-11-08 12:22:33.000,122233000,50.300423333333335,-4.1613983333333335,3.546491042470735,N ,215.70129990900503,T ,,,-1.7380919961201016,0,A  
2305,2017-11-08 12:23:41.881,881,2017-11-08 12:23:41.881,2017-11-08 12:23:41.883,2017-11-08 12:22:43.000,122243000,50.300269999999998,-4.1615149999999996,3.9434866995598141,N ,204.09108290306412,T ,,,-1.7381129438200604,0,A  
2306,2017-11-08 12:23:51.881,881,2017-11-08 12:23:51.881,2017-11-08 12:23:51.882,2017-11-08 12:22:53.000,122253000,50.300108333333334,-4.1616166666666663,3.7791523292814095,N ,197.71260464580308,T ,,,-1.7381273513442597,0,A  
2307,2017-11-08 12:24:01.883,883,2017-11-08 12:24:01.883,2017-11-08 12:24:01.885,2017-11-08 12:23:03.000,122303000,50.299946666666663,-4.1617300000000004,3.6178339751565303,N ,206.4191004324579,T ,,,-1.7381459581151464,0,A  
2308,2017-11-08 12:24:12.880,880,2017-11-08 12:24:12.880,2017-11-08 12:24:12.881,2017-11-08 12:23:14.000,122314000,50.299791666666664,-4.1618950000000003,3.5705642039990857,N ,225.10814944658483,T ,,,-1.738184069622928,0,A  
2309,2017-11-08 12:24:22.881,881,2017-11-08 12:24:22.881,2017-11-08 12:24:22.882,2017-11-08 12:23:24.000,122324000,50.299660000000003,-4.1620833333333334,3.6854401844224158,N ,218.60615348758205,T ,,,-1.7382337794735709,0,A  
2310,2017-11-08 12:24:32.883,883,2017-11-08 12:24:32.883,2017-11-08 12:24:32.884,2017-11-08 12:23:34.000,122334000,50.299503333333334,-4.1621949999999996,3.7791567784471494,N ,197.7128158447922,T ,,,-1.7382524709726275,0,A  
2311,2017-11-08 12:24:42.883,883,2017-11-08 12:24:42.883,2017-11-08 12:24:42.884,2017-11-08 12:23:44.000,122344000,50.299340000000001,-4.1622816666666669,3.7791579796387338,N ,197.71287286406834,T ,,,-1.738261251274559,0,A  
2312,2017-11-08 12:24:52.886,886,2017-11-08 12:24:52.886,2017-11-08 12:24:52.887,2017-11-08 12:23:54.000,122354000,50.299173333333336,-4.1623683333333332,3.8553526155198612,N ,200.97019383745652,T ,,,-1.7382695751739459,0,A  
2313,2017-11-08 12:25:03.886,886,2017-11-08 12:25:03.886,2017-11-08 12:25:03.887,2017-11-08 12:24:05.000,122405000,50.299013333333335,-4.1625500000000004,4.2558931667705551,N ,220.4213006825205,T ,,,-1.7383130006519691,0,A  
2314,2017-11-08 12:25:14.881,881,2017-11-08 12:25:14.881,2017-11-08 12:25:14.882,2017-11-08 12:24:16.000,122416000,50.298838333333336,-4.1626683333333334,2.9614764354200558,N ,193.47101313333269,T ,,,-1.7383315764834837,0,A  
2315,2017-11-08 12:25:24.882,882,2017-11-08 12:25:24.882,2017-11-08 12:25:24.884,2017-11-08 12:24:26.000,122426000,50.298675000000003,-4.1627333333333336,3.665507593785057,N ,190.84839043976515,T ,,,-1.7383325584574061,0,A  
2316,2017-11-08 12:25:34.887,887,2017-11-08 12:25:34.887,2017-11-08 12:25:34.888,2017-11-08 12:24:36.000,122436000,50.298515000000002,-4.1628249999999998,3.4174445586701392,N ,212.5699385434452,T ,,,-1.7383435950376493,0,A  
2317,2017-11-08 12:25:45.884,884,2017-11-08 12:25:45.884,2017-11-08 12:25:45.885,2017-11-08 12:24:47.000,122447000,50.298336666666664,-4.1629716666666665,4.042839652752888,N ,207.0684877451601,T ,,,-1.7383719124458707,0,A  
2318,2017-11-08 12:25:56.885,885,2017-11-08 12:25:56.885,2017-11-08 12:25:56.886,2017-11-08 12:24:58.000,122458000,50.298161666666665,-4.1630900000000004,3.7791666451356947,N ,197.71328419957683,T ,,,-1.7383904883789401,0,A  
2319,2017-11-08 12:26:06.885,885,2017-11-08 12:26:06.885,2017-11-08 12:26:06.886,2017-11-08 12:25:08.000,122508000,50.297993333333331,-4.1631516666666668,3.71566283842427,N ,194.33340805063293,T ,,,-1.7383895861830749,0,A  
2320,2017-11-08 12:26:16.892,892,2017-11-08 12:26:16.892,2017-11-08 12:26:16.893,2017-11-08 12:25:18.000,122518000,50.297820000000002,-4.1632049999999996,3.6655099275243845,N ,190.84858079310871,T ,,,-1.7383850000780319,0,A  
2321,2017-11-08 12:26:27.886,886,2017-11-08 12:26:27.886,2017-11-08 12:26:27.887,2017-11-08 12:25:29.000,122529000,50.297640000000001,-4.1633250000000004,3.8332111034257812,N ,221.29442887799979,T ,,,-1.7384034913756539,0,A  
2322,2017-11-08 12:26:38.887,887,2017-11-08 12:26:38.887,2017-11-08 12:26:38.889,2017-11-08 12:25:40.000,122540000,50.297485000000002,-4.1635166666666663,3.2993622012606698,N ,209.20306491220467,T ,,,-1.7384512003983743,0,A  
2323,2017-11-08 12:26:49.886,886,2017-11-08 12:26:49.886,2017-11-08 12:26:49.887,2017-11-08 12:25:51.000,122551000,50.297321666666669,-4.1636816666666663,3.9731837446492033,N ,215.36644172009096,T ,,,-1.7384881703365447,0,A  
2324,2017-11-08 12:26:59.886,886,2017-11-08 12:26:59.886,2017-11-08 12:26:59.887,2017-11-08 12:26:01.000,122601000,50.297168333333332,-4.1638299999999999,3.9731880361528571,N ,215.36652887204474,T ,,,-1.738520515554288,0,A  
2325,2017-11-08 12:27:09.887,887,2017-11-08 12:27:09.887,2017-11-08 12:27:09.888,2017-11-08 12:26:11.000,122611000,50.297006666666668,-4.1639400000000002,3.6178782400810072,N ,206.42051145998795,T ,,,-1.7385379226680477,0,A  
2326,2017-11-08 12:27:19.888,888,2017-11-08 12:27:19.888,2017-11-08 12:27:19.889,2017-11-08 12:26:21.000,122621000,50.296843333333335,-4.1640300000000003,4.0654386236135274,N ,193.07756594641398,T ,,,-1.7385479031748448,0,A  
2327,2017-11-08 12:27:30.890,890,2017-11-08 12:27:30.890,2017-11-08 12:27:30.891,2017-11-08 12:26:32.000,122632000,50.296661666666665,-4.1641433333333335,3.8446685185904523,N ,212.57095073888007,T ,,,-1.7385637667757583,0,A  
2328,2017-11-08 12:27:40.891,891,2017-11-08 12:27:40.891,2017-11-08 12:27:40.892,2017-11-08 12:26:42.000,122642000,50.296514999999999,-4.1643033333333337,3.9732063151730519,N ,215.36690027970616,T ,,,-1.7386012238284168,0,A  
2329,2017-11-08 12:27:51.887,887,2017-11-08 12:27:51.887,2017-11-08 12:27:51.888,2017-11-08 12:26:53.000,122653000,50.29636,-4.1644966666666665,3.6855397265441368,N ,218.60809149117435,T ,,,-1.738649532342496,0,A  
2330,2017-11-08 12:28:01.887,887,2017-11-08 12:28:01.887,2017-11-08 12:28:01.888,2017-11-08 12:27:03.000,122703000,50.296201666666668,-4.1646233333333331,4.0428772256226955,N ,207.06952970407758,T ,,,-1.7386733945124546,0,A  
2331,2017-11-08 12:28:11.887,887,2017-11-08 12:28:11.887,2017-11-08 12:28:11.888,2017-11-08 12:27:13.000,122713000,50.296050000000001,-4.1647499999999997,3.6178926442783581,N ,206.42097058050456,T ,,,-1.7386981695259551,0,A  
2332,2017-11-08 12:28:22.890,890,2017-11-08 12:28:22.890,2017-11-08 12:28:22.892,2017-11-08 12:27:24.000,122724000,50.295873333333333,-4.1648983333333334,4.4682902426118352,N ,207.59487388448974,T ,,,-1.7387273148216973,0,A  
2333,2017-11-08 12:28:33.885,885,2017-11-08 12:28:33.885,2017-11-08 12:28:33.887,2017-11-08 12:27:35.000,122735000,50.295701666666666,-4.1650499999999999,4.1525954237983891,N ,209.89644230820102,T ,,,-1.7387583444540746,0,A  
2334,2017-11-08 12:28:43.886,886,2017-11-08 12:28:43.886,2017-11-08 12:28:43.888,2017-11-08 12:27:45.000,122745000,50.295544999999997,-4.1651683333333329,3.5215954170133532,N ,203.0684286648567,T ,,,-1.7387794354774968,0,A  
2335,2017-11-08 12:28:53.887,887,2017-11-08 12:28:53.887,2017-11-08 12:28:53.888,2017-11-08 12:27:55.000,122755000,50.295393333333337,-4.1652983333333333,3.6855688836938567,N ,218.60865917107182,T ,,,-1.7388054101445705,0,A  
2336,2017-11-08 12:29:04.889,889,2017-11-08 12:29:04.889,2017-11-08 12:29:04.890,2017-11-08 12:28:06.000,122806000,50.295226666666665,-4.1654666666666671,3.9435563643829057,N ,204.09334645470489,T ,,,-1.7388431229221866,0,A  
2337,2017-11-08 12:29:15.887,887,2017-11-08 12:29:15.887,2017-11-08 12:29:15.888,2017-11-08 12:28:17.000,122817000,50.295054999999998,-4.1655716666666667,3.5216009856568014,N ,203.06864139921299,T ,,,-1.7388573564454541,0,A  
2338,2017-11-08 12:29:25.887,887,2017-11-08 12:29:25.887,2017-11-08 12:29:25.888,2017-11-08 12:28:27.000,122827000,50.294893333333334,-4.1656899999999997,4.1526129522718263,N ,209.89686295520369,T ,,,-1.7388777628159704,0,A  
2339,2017-11-08 12:29:35.888,888,2017-11-08 12:29:35.888,2017-11-08 12:29:35.889,2017-11-08 12:28:37.000,122837000,50.294743333333336,-4.1658466666666669,4.1106552310067173,N ,217.98280249560608,T ,,,-1.7389135633107118,0,A  
2340,2017-11-08 12:29:46.890,890,2017-11-08 12:29:46.890,2017-11-08 12:29:46.892,2017-11-08 12:28:48.000,122848000,50.29457,-4.1659949999999997,3.521606496074178,N ,203.06885197044471,T ,,,-1.7389431648616465,0,A  
2341,2017-11-08 12:29:56.890,890,2017-11-08 12:29:56.890,2017-11-08 12:29:56.891,2017-11-08 12:28:58.000,122858000,50.294408333333337,-4.1661349999999997,3.9732652593812539,N ,215.36809778530073,T ,,,-1.7389713692881641,0,A  
2342,2017-11-08 12:30:06.891,891,2017-11-08 12:30:06.891,2017-11-08 12:30:06.892,2017-11-08 12:29:08.000,122908000,50.294260000000001,-4.1663050000000004,4.4000018457037351,N ,215.09683542629458,T ,,,-1.739012196696295,0,A  
2343,2017-11-08 12:30:16.893,893,2017-11-08 12:30:16.893,2017-11-08 12:30:16.894,2017-11-08 12:29:18.000,122918000,50.294111666666666,-4.1664683333333334,4.1526299026240823,N ,209.89726972001148,T ,,,-1.7390506246441371,0,A  
2344,2017-11-08 12:30:27.895,895,2017-11-08 12:30:27.895,2017-11-08 12:30:27.896,2017-11-08 12:29:29.000,122929000,50.293945000000001,-4.1666516666666666,3.8447321454772632,N ,212.57243505842681,T ,,,-1.7390937357710032,0,A  
2345,2017-11-08 12:30:38.891,891,2017-11-08 12:30:38.891,2017-11-08 12:30:38.892,2017-11-08 12:29:40.000,122940000,50.293773333333334,-4.1668366666666667,3.9732830265920684,N ,215.3684587285822,T ,,,-1.7391367620678582,0,A  
2346,2017-11-08 12:30:48.892,892,2017-11-08 12:30:48.892,2017-11-08 12:30:48.893,2017-11-08 12:29:50.000,122950000,50.293626666666668,-4.166995,3.6856221741689343,N ,218.60969656916888,T ,,,-1.7391736185180724,0,A  
2347,2017-11-08 12:30:59.888,888,2017-11-08 12:30:59.888,2017-11-08 12:30:59.890,2017-11-08 12:30:01.000,123001000,50.293463333333335,-4.167181666666667,3.5466677550579022,N ,215.70527238866413,T ,,,-1.7392183855903951,0,A  
2348,2017-11-08 12:31:09.893,893,2017-11-08 12:31:09.893,2017-11-08 12:31:09.894,2017-11-08 12:30:11.000,123011000,50.293321666666664,-4.1673683333333331,4.536171148151138,N ,217.47481518986751,T ,,,-1.7392661240163878,0,A  
2349,2017-11-08 12:31:20.891,891,2017-11-08 12:31:20.891,2017-11-08 12:31:20.892,2017-11-08 12:30:22.000,123022000,50.293181666666669,-4.167581666666667,4.256112518795315,N ,220.42476761232757,T ,,,-1.7393236834838091,0,A  
2350,2017-11-08 12:31:30.891,891,2017-11-08 12:31:30.891,2017-11-08 12:31:30.893,2017-11-08 12:30:32.000,123032000,50.293039999999998,-4.1677650000000002,3.7259772259843138,N ,209.59122907987472,T ,,,-1.7393702220993463,0,A  
2351,2017-11-08 12:31:40.892,892,2017-11-08 12:31:40.892,2017-11-08 12:31:40.893,2017-11-08 12:30:42.000,123042000,50.292875000000002,-4.1678850000000001,4.2747506255603156,N ,202.12417187101821,T ,,,-1.7393907714607877,0,A  
2352,2017-11-08 12:31:51.891,891,2017-11-08 12:31:51.891,2017-11-08 12:31:51.892,2017-11-08 12:30:53.000,123053000,50.292699999999996,-4.1680166666666665,4.0429388501997421,N ,207.07123853511851,T ,,,-1.7394141458028431,0,A  
2353,2017-11-08 12:32:01.892,892,2017-11-08 12:32:01.892,2017-11-08 12:32:01.893,2017-11-08 12:31:03.000,123103000,50.292538333333333,-4.1681433333333331,3.7259868043564608,N ,209.5914884962225,T ,,,-1.7394375509708349,0,A  
2354,2017-11-08 12:32:11.892,892,2017-11-08 12:32:11.892,2017-11-08 12:32:11.893,2017-11-08 12:31:13.000,123113000,50.292388333333335,-4.1683033333333332,3.9435955713793733,N ,204.09462024657358,T ,,,-1.7394745504923985,0,A  
2355,2017-11-08 12:32:21.892,892,2017-11-08 12:32:21.892,2017-11-08 12:32:21.893,2017-11-08 12:31:23.000,123123000,50.292233333333336,-4.1684566666666667,4.271969129029026,N ,212.5733697465335,T ,,,-1.7395084659682589,0,A  
2356,2017-11-08 12:32:31.893,893,2017-11-08 12:32:31.893,2017-11-08 12:32:31.895,2017-11-08 12:31:33.000,123133000,50.292076666666667,-4.1686016666666665,3.725995620238701,N ,209.59172721464014,T ,,,-1.7395391539758873,0,A  
2357,2017-11-08 12:32:41.893,893,2017-11-08 12:32:41.893,2017-11-08 12:32:41.894,2017-11-08 12:31:43.000,123143000,50.291915000000003,-4.1687483333333333,3.9733350224641719,N ,215.36951499477962,T ,,,-1.7395697571803934,0,A  
2358,2017-11-08 12:32:52.893,893,2017-11-08 12:32:52.893,2017-11-08 12:32:52.894,2017-11-08 12:31:54.000,123154000,50.291741666666667,-4.1689066666666665,4.468373505666893,N ,207.59691651251592,T ,,,-1.7396029571068659,0,A  
2359,2017-11-08 12:33:02.893,893,2017-11-08 12:33:02.893,2017-11-08 12:33:02.894,2017-11-08 12:32:04.000,123204000,50.291595000000001,-4.1690566666666671,3.9733439760793368,N ,215.36969687675673,T ,,,-1.7396368137747109,0,A  
2360,2017-11-08 12:33:12.893,893,2017-11-08 12:33:12.893,2017-11-08 12:33:12.895,2017-11-08 12:32:14.000,123214000,50.291440000000001,-4.1691900000000004,3.9436086712162952,N ,204.09504582600084,T ,,,-1.739663530966473,0,A  
2361,2017-11-08 12:33:23.892,892,2017-11-08 12:33:23.892,2017-11-08 12:33:23.893,2017-11-08 12:32:25.000,123225000,50.291256666666669,-4.1692883333333333,3.7792174256431301,N ,197.71569443493172,T ,,,-1.7396737673260847,0,A  
2362,2017-11-08 12:33:33.896,896,2017-11-08 12:33:33.896,2017-11-08 12:33:33.897,2017-11-08 12:32:35.000,123235000,50.291116666666667,-4.1694550000000001,3.6856978849666042,N ,218.61117038278655,T ,,,-1.7397145351122383,0,A  
2363,2017-11-08 12:33:43.896,896,2017-11-08 12:33:43.896,2017-11-08 12:33:43.897,2017-11-08 12:32:45.000,123245000,50.290979999999998,-4.1696299999999997,4.4088205319811946,N ,222.70204190254404,T ,,,-1.7397587584531335,0,A  
2364,2017-11-08 12:33:54.893,893,2017-11-08 12:33:54.893,2017-11-08 12:33:54.894,2017-11-08 12:32:56.000,123256000,50.290818333333334,-4.1697850000000001,3.8448053765306733,N ,212.57414324452998,T ,,,-1.7397923559167214,0,A  
2365,2017-11-08 12:34:04.895,895,2017-11-08 12:34:04.895,2017-11-08 12:34:04.896,2017-11-08 12:33:06.000,123306000,50.290661666666665,-4.1699483333333331,4.5679466908480562,N ,224.82280345394736,T ,,,-1.7398296418541614,0,A  
2366,2017-11-08 12:34:14.895,895,2017-11-08 12:34:14.895,2017-11-08 12:34:14.896,2017-11-08 12:33:16.000,123316000,50.290520000000001,-4.1701183333333329,3.8448123638677871,N ,212.57430622345112,T ,,,-1.7398713809201782,0,A  
2367,2017-11-08 12:34:24.896,896,2017-11-08 12:34:24.896,2017-11-08 12:34:24.897,2017-11-08 12:33:26.000,123326000,50.290365000000001,-4.1702233333333334,3.6179782420185402,N ,206.42369870146092,T ,,,-1.7398879006795656,0,A  
2368,2017-11-08 12:34:34.898,898,2017-11-08 12:34:34.898,2017-11-08 12:34:34.900,2017-11-08 12:33:36.000,123336000,50.290210000000002,-4.1703466666666671,4.4001256628359782,N ,215.09912966120311,T ,,,-1.7399110186427731,0,A  
2369,2017-11-08 12:34:44.898,898,2017-11-08 12:34:44.898,2017-11-08 12:34:44.899,2017-11-08 12:33:46.000,123346000,50.290051666666663,-4.1704850000000002,3.9436278489535339,N ,204.09566884265996,T ,,,-1.7399390787065891,0,A  
2370,2017-11-08 12:34:55.896,896,2017-11-08 12:34:55.896,2017-11-08 12:34:55.897,2017-11-08 12:33:57.000,123357000,50.289873333333333,-4.1705683333333337,3.3126608733263403,N ,192.02254716661446,T ,,,-1.7399446011390149,0,A  
2371,2017-11-08 12:35:05.896,896,2017-11-08 12:35:05.896,2017-11-08 12:35:05.897,2017-11-08 12:34:07.000,123407000,50.289715000000001,-4.1706466666666664,3.4380474239041718,N ,199.54219993886778,T ,,,-1.739951067252244,0,A  
2372,2017-11-08 12:35:15.896,896,2017-11-08 12:35:15.896,2017-11-08 12:35:15.897,2017-11-08 12:34:17.000,123417000,50.289555,-4.1707416666666663,3.4380487173693139,N ,199.54226066845769,T ,,,-1.7399633035305646,0,A  
2373,2017-11-08 12:35:26.895,895,2017-11-08 12:35:26.895,2017-11-08 12:35:26.897,2017-11-08 12:34:28.000,123428000,50.289378333333332,-4.1708600000000002,3.6857503192317953,N ,218.61219102374298,T ,,,-1.7399816507781078,0,A  
2374,2017-11-08 12:35:36.897,897,2017-11-08 12:35:36.897,2017-11-08 12:35:36.898,2017-11-08 12:34:38.000,123438000,50.289263333333331,-4.1710216666666664,3.6857537879556102,N ,218.61225854115338,T ,,,-1.7400240415102441,0,A  
2375,2017-11-08 12:35:46.899,899,2017-11-08 12:35:46.899,2017-11-08 12:35:46.900,2017-11-08 12:34:48.000,123448000,50.289106666666669,-4.1711283333333338,3.4380523418120283,N ,199.54243083876068,T ,,,-1.740040932987047,0,A  
2376,2017-11-08 12:35:57.896,896,2017-11-08 12:35:57.896,2017-11-08 12:35:57.897,2017-11-08 12:34:59.000,123459000,50.288933333333333,-4.1712016666666667,3.6655341847788128,N ,190.85055914603777,T ,,,-1.7400435413068949,0,A  
2377,2017-11-08 12:36:07.899,899,2017-11-08 12:36:07.899,2017-11-08 12:36:07.900,2017-11-08 12:35:09.000,123509000,50.288775000000001,-4.1712833333333332,3.7260586682842094,N ,209.59343435964831,T ,,,-1.7400512072874468,0,A  
2378,2017-11-08 12:36:17.900,900,2017-11-08 12:36:17.900,2017-11-08 12:36:17.901,2017-11-08 12:35:19.000,123519000,50.288618333333332,-4.1714000000000002,3.6180045427827365,N ,206.42453681094952,T ,,,-1.7400716977984987,0,A  
2379,2017-11-08 12:36:27.900,900,2017-11-08 12:36:27.900,2017-11-08 12:36:27.901,2017-11-08 12:35:29.000,123529000,50.288485000000001,-4.1715833333333334,3.9890848360569908,N ,223.78262354025463,T ,,,-1.7401193758902129,0,A  
2380,2017-11-08 12:36:37.900,900,2017-11-08 12:36:37.900,2017-11-08 12:36:37.901,2017-11-08 12:35:39.000,123539000,50.28834333333333,-4.1717433333333336,3.1935890153793434,N ,205.60342322411333,T ,,,-1.740157515452992,0,A  
2381,2017-11-08 12:36:47.900,900,2017-11-08 12:36:47.900,2017-11-08 12:36:47.901,2017-11-08 12:35:49.000,123549000,50.288193333333332,-4.1718549999999999,3.6180109406082739,N ,206.42474074865726,T ,,,-1.7401771191765953,0,A  
2382,2017-11-08 12:36:58.901,901,2017-11-08 12:36:58.901,2017-11-08 12:36:58.902,2017-11-08 12:36:00.000,123600000,50.288020000000003,-4.1719583333333334,3.715710580888389,N ,194.33628900249258,T ,,,-1.7401905244257083,0,A  
2383,2017-11-08 12:37:09.897,897,2017-11-08 12:37:09.897,2017-11-08 12:37:09.898,2017-11-08 12:36:11.000,123611000,50.287858333333332,-4.1720433333333338,2.6127691096819547,N ,195.31377503815202,T ,,,-1.7401989290288578,0,A  
2384,2017-11-08 12:37:19.897,897,2017-11-08 12:37:19.897,2017-11-08 12:37:19.898,2017-11-08 12:36:21.000,123621000,50.287736666666667,-4.1721250000000003,3.1011417433519588,N ,201.76844424159091,T ,,,-1.7402116152618925,0,A  
2385,2017-11-08 12:37:29.900,900,2017-11-08 12:37:29.900,2017-11-08 12:37:29.901,2017-11-08 12:36:31.000,123631000,50.287613333333333,-4.172226666666667,3.1935981640309241,N ,205.60376574424993,T ,,,-1.7402312711223908,0,A  
2386,2017-11-08 12:37:40.901,901,2017-11-08 12:37:40.901,2017-11-08 12:37:40.902,2017-11-08 12:36:42.000,123642000,50.287488333333336,-4.172345,2.7700350105433906,N ,204.53113427990286,T ,,,-1.7402566922375315,0,A  
2387,2017-11-08 12:37:51.900,900,2017-11-08 12:37:51.900,2017-11-08 12:37:51.901,2017-11-08 12:36:53.000,123653000,50.287378333333336,-4.1724733333333335,3.299529064937095,N ,209.20824841523836,T ,,,-1.7402877659080971,0,A  
2388,2017-11-08 12:38:02.901,901,2017-11-08 12:38:02.901,2017-11-08 12:38:02.902,2017-11-08 12:37:04.000,123704000,50.287260000000003,-4.1725950000000003,2.8731685609896354,N ,208.70783831205415,T ,,,-1.7403152993525481,0,A  
2389,2017-11-08 12:38:13.900,900,2017-11-08 12:38:13.900,2017-11-08 12:38:13.901,2017-11-08 12:37:15.000,123715000,50.287133333333337,-4.1727083333333335,2.5632611617494145,N ,212.57615765350585,T ,,,-1.7403386927635316,0,A  
2390,2017-11-08 12:38:24.901,901,2017-11-08 12:38:24.901,2017-11-08 12:38:24.902,2017-11-08 12:37:26.000,123726000,50.287011666666665,-4.1727949999999998,2.770039793296645,N ,204.53135104215548,T ,,,-1.7403531736865006,0,A  
2391,2017-11-08 12:38:34.902,902,2017-11-08 12:38:34.902,2017-11-08 12:38:34.903,2017-11-08 12:37:36.000,123736000,50.286898333333333,-4.1728750000000003,2.6827122700485653,N ,200.05767702477095,T ,,,-1.7403664010002975,0,A  
2392,2017-11-08 12:38:45.901,901,2017-11-08 12:38:45.901,2017-11-08 12:38:45.903,2017-11-08 12:37:47.000,123747000,50.28678,-4.172978333333333,2.2682010794832128,N ,217.47862093254176,T ,,,-1.74038733642806,0,A  
2393,2017-11-08 12:38:55.901,901,2017-11-08 12:38:55.901,2017-11-08 12:38:55.903,2017-11-08 12:37:57.000,123757000,50.286679999999997,-4.1730833333333335,3.1203543992371712,N ,216.13784097851578,T ,,,-1.7404113863981265,0,A  
2394,2017-11-08 12:39:05.903,903,2017-11-08 12:39:05.903,2017-11-08 12:39:05.904,2017-11-08 12:38:07.000,123807000,50.286568333333335,-4.1732050000000003,3.299542438356966,N ,209.20866379214547,T ,,,-1.7404398371773002,0,A  
